,Q0-B,QID245,StudioLevel,"Q-S1,S","Q-S2,S","Q-S3,S","QS-P1,S","QS-P1,S_11_TEXT","QS-P1,S.1","QS-P1,S_11_TEXT.1","QS-P2,S","QS-P2,S_8_TEXT","QS-P3,S","QS-P3,S_9_TEXT","QS-P4,S_4","QE+A,V1,S,N_1","QE+A,V1,S,N_2","QE+A,V2,S,N_1","QE+A,V2,S,N_2","QE+A,V3,S,N_1","QE+A,V3,S,N_2","QE+A,V4,S,N_1","QE+A,V4,S,N_2","QE+A,V5,S,N_1","QE+A,V5,S,N_2","QE+A,All","QE+A,P1,S","QE+A,P1,S_11_TEXT","QE+A,P2,S","QE+A,P2,S_11_TEXT","QE+A,P3,S","QE+A,P4,S","QN+C,V1,S,R_1","QN+C,V1,S,R_2","QN+C,V2,S,N_1","QN+C,V2,S,N_2","QN+C,V3,S,R_1","QN+C,V3,S,R_2","QN+C,V4,S,R_1","QN+C,V4,S,R_2","QN+C,V4,S,R_1.1","QN+C,V4,S,R_2.1","QN+C,V5,S,R_1","QN+C,V5,S,R_2","QN+C,V6,S,R_1","QN+C,V6,S,R_2","QN+C,V6,S,R_1.1","QN+C,V6,S,R_2.1","QN+C,V7,S,N_1","QN+C,V7,S,N_2","QN+C,All","QN+C,P1,S","QN+C,P1,S_10_TEXT","QN+C,P1a,S","QN+C,P2,S","QN+C,P2,S","QN+C,P2aS,S","QN+C,P2a,S","QI+C,V1,S,N_1","QI+C,V1,S,N_2","QI+C,V2,S,N_1","QI+C,V2,S,N_2","QI+C,V3,S,R_1","QI+C,V3,S,R_2","QI+C,V4,N_1","QI+C,V4,N_2","QI+C,All","QI+C,P1,S","QI+C,P1,S_18_TEXT","QI+C,P2,S","QI+C,P2,S_10_TEXT","QI+C,P3,S","QI+C,P4,S","QS+U,V1,S,N _1","QS+U,V1,S,N _2","QS+U,V2,S,N_1","QS+U,V2,S,N_2","QS+U,V3,S,N_1","QS+U,V3,S,N_2","QS+U,V4,S,N_1","QS+U,V4,S,N_2","QS+U,V6,R_1","QS+U,V6,R_2","QS+U,V7,S,R_1","QS+U,V7,S,R_2","QS+U,V8,S,R_1","QS+U,V8,S,R_2","QS+U,All","QS+U,P1,S","QS+U,P1,S_10_TEXT","QS+U,P1,S.1","QS+U,P1,S_10_TEXT.1","QS+U,P2,S","QS+U,P2,S_9_TEXT","QS+U,P2,S.1","QS+U,P2,S_9_TEXT.1","QLA+BR,V1,S,N_1","QLA+BR,V1,S,N_2","QLA+BR,V2,S,R_1","QLA+BR,V2,S,R_2","QLA+BR,V3,S,N_1","QLA+BR,V3,S,N_2","QLA+BR,V3,FStaff,N_1","QLA+BR,V3,FStaff,N_2","QLA+BR,V4,S,R_1","QLA+BR,V4,S,R_2","QLA+BR,V5,S,N_1","QLA+BR,V5,S,N_2","QLA+BR,All ","LA+BR,P1,S","LA+BR,P1,S_9_TEXT","QC+D,V2,S,R_1","QC+D,V2,S,R_2","QC+D,V3,S,N_1","QC+D,V3,S,N_2","QC+D,V4,S,N_1","QC+D,V4,S,N_1_TEXT","QC+D,V4,S,N_2","QC+D,All","QC+D,P1,S","QC+D,P1,S_5_TEXT","QC+D,P2,S","QC+D,P2,S_9_TEXT","QC+CS,V1,S,N_1","QC+CS,V1,S,N_1_TEXT","QC+CS,V1,S,N_2","QC+CS,V2,S,R_1","QC+CS,V2,S,R_2","QC+CS,V3,S,R_1","QC+CS,V3,S,R_1_TEXT","QC+CS,V3,S,R_2","QC+CS,V4,R_1","QC+CS,V4,R_1_TEXT","QC+CS,V4,R_2","QC+CS,V5,N_1","QC+CS,V5,N_1_TEXT","QC+CS,V5,N_2","QC+CS,All","QC+CS,P1,S","QC+CS,P1,S_11_TEXT","QC+CS,P2a,S","QC+CSP2b,S","QT-C+E,V1,S,N_1","QT-C+E,V1,S,N_1_TEXT","QT-C+E,V1,S,N_2","QT-C+E,V2,S,R_1","QT-C+E,V2,S,R_1_TEXT","QT-C+E,V2,S,R_2","QT-C+E,V3,N_1","QT-C+E,V3,N_1_TEXT","QT-C+E,V3,N_2","QT-C+E,V4,S,R_1","QT-C+E,V4,S,R_1_TEXT","QT-C+E,V4,S,R_2","QT-C+E,V4,S,R_2_TEXT","QT+E,All","QT-C+E,P1,S","QT-C+E,P1,S_7_TEXT","QT-C+E,P2,S","QT-C+E,P3,S","QT-C+E,P4,S","QT-C+E,P4,S_11_TEXT","QT,L+C,V1,S,R_1","QT,L+C,V1,S,R_1_TEXT","QT,L+C,V1,S,R_2","QT,L+C,V2,S,R_1","QT,L+C,V2,S,R_1_TEXT","QT,L+C,V2,S,R_2","QT,L+C,V3,S,N_1","QT,L+C,V3,S,N_1_TEXT","QT,L+C,V3,S,N_2","QT-L+C,V4,S,N_1","QT-L+C,V4,S,N_1_TEXT","QT-L+C,V4,S,N_2","QT,L+C,V5,S,R _1","QT,L+C,V5,S,R _1_TEXT","QT,L+C,V5,S,R _2","QT,L+C,V6,S,R_1","QT,L+C,V6,S,R_1_TEXT","QT,L+C,V6,S,R_2","QT,L+C,V7,S,N_1","QT,L+C,V7,S,N_1_TEXT","QT,L+C,V7,S,N_2","QT-L+C,All","QT-L+C,P1,S_1","QT-L+C,P2,S","QT-L+C,P2,S_7_TEXT","QT,L+C,P3,S_1","QT,L+C,P4,S","QT,L+C,P4,S_9_TEXT","B1,All","B2,All","B2,All_10_TEXT","B3,S","B3,S_6_TEXT","B4,S","B5,S","B6,All","B7,All",QID265
97,,Student,1000 Level/ YR 1,"I don’t have a part of studio that I don’t like, as I feel like all the studios I’ve been in have been constructive yet flexible. ","I love that there are days where we have set goals we must complete by the end of the day to stay on schedule, but also I love that we have a lot of freedom as to how we approach the two and a half hours.",Remote studio pales in comparison to the environment of being in person. It’s incredibly helpful working alongside peers to be productive and collaborative rather than trying to show your teacher a model over a blurry screen for critique.,"Establishing a sense of belonging,Finances,Mental Health",,,,,,"Clear explanation of design thinking,Shaky voice",,124,2,2,,,,,,,3,3,"Students access to resources is complex as we do get bundles but those able to afford nicer materials will get them. However, materials also don’t necessarily mean a better project and the professors are aware of that.",,,,,,Sometimes,1,2,,,,,,,,,,,,,,,5,1,,"All students are encouraged to do their best,Collaborative,Experimental,Rewarding",,"My teachers so far have made effort to see your vision and improve on it rather than tell you to change it, which shows they want you to be creative and grow in confidence in your work. Also, in this early studio phase they reward pushing boundaries rather than staying within the constraints of the rubric which will be good for us long term.",,Strongly agree,,I’m a junior so I already have been looking and securing jobs but also I’m confident in my skills and work ethic.,1,2,,,,,,,,I work near my peers for solidarity in the studio or other location.,,,,"I think pin ups and desk crits are important to have group and 1 on 1 feedback. This also means we’re getting feedback from peers as well as professionals which is good, as we learn how to give and take critique and apply it to our own work. ",Peers and our teachers are super supportive and want our visions to come to fruition so they will give critique so we can achieve this. I like constructive criticism because I apply it to more work than just the one piece being discussed.,3,3,,,,,,,,,1,1,2,2,,,,,,I want to better understand my interpretation of the assignment.,,,,,,,,4,1,,,2,1,,,I think sometimes students say instruction or a rubric is unclear when they actually should recognize there’s wiggle room for interpretation and execution.,Graphical communication is a significant determinant for the final evaluation.,,,,1,3,,,,,"It only impacts me, if I do not succeed",,Encouragement to develop further,,2,,2,,,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,"I don’t want my vision to be too malleable because I must have thought it up initially for a reason. However, I think feedback from someone with a different perspective or style is so important because they see flaws I can’t in the work.",3,,1,,,,,,,,,,,,,,0,Slightly easy,,,4,,1,,,,3,,1,,,,4,,4,,,,,,,Getting lost in the process and suddenly realizing you’ve landed at your final is how I like to work. Shows a focus on process ,17,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Undecided,,3,No,No,Undergraduate Degree,
98,,Student,1000 Level/ YR 1,When we were online for the first 2 weeks,Getting time to talk and see others projects and bounce ideas off each other ,I feel that there is way more collaboration and having the ability to talk to the teacher even while waiting for a deskrit,"Time management,Expectations,Finances",,,,,,Other,None,120,2,1,,,,,,,3,3,,,,,,,About half the time,2,1,,,,,,,,,,,,,,,3,2,,"All students are encouraged to do their best,Very creative,Collaborative,Experimental,Rewarding,Challenging",,I feel like studio is hard based on trial and error and trying to find a creative solution but once you see your final project it is very rewarding,,Somewhat agree,,Not sure what I want to do after college,2,1,,,,,,,,I remove myself from social situations to focus on my work.,,,,Talking to the TA and kids around me,I get a lot of solid feedback,1,1,,,,,,,,,2,2,4,4,,,,,,I want to better understand my interpretation of the assignment.,,,,,,,,3,2,,,2,2,,,,"I want to meet all requirements.,I want to meet the learning objectives.,The goals of the studio assignment are open to interpretation.,Different faculty encourage different aesthetic principles.,Graphical communication is a significant determinant for the final evaluation.",,,,2,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,1,,1,,,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,1,,2,,,,,,,,,,,,,,3-5,Moderately easy,,,5,,2,,,,2,,2,,,,3,,3,,,,,,,,14,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"White, Caucasian",,Undecided,,2,No,No,Graduate Degree,
99,,Student,1000 Level/ YR 1,Its length in time,The collaborative environment and desk crits,Remote doesn’t have the same immersive level as teachers and students aren’t physically present ,"Establishing a sense of belonging,Time management,Finances",,,,,,"Knowledge of subject matter,Shaky voice",,161,1,1,,,,,,,1,1,,,,,,,Sometimes,2,1,,,,,,,,,,,,,,,3,3,,"Collaborative,Experimental,Rewarding",,With the right instructor studio is a great experience ,,Agree,,,2,13,,,,,,,,I work near my peers for solidarity in the studio or other location.,,,,Meeting with friends and bouncing ideas off them,By running my ideas by my professor and TAs i am able to get a better project ,2,1,,,,,,,,,4,1,3,2,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,5,1,,,2,1,,,,I want to meet all requirements.,,,,3,4,,,,,"It impacts my family as well as myself, if I do not succeed",,Acceptance,,2,,1,,,,,,,,,,,,,,,I consistently seek reinforcements for the present ideas,,3,,1,,,,,,,,,,,,,,1-2,Moderately difficult,,,2,,1,,,,2,,2,,,,1,,1,,,,,,,,28,,,8,I would not go to the family event and focus on the project.,,Male,"White, Caucasian",,Undecided,,1,No,No,Undergraduate Degree,
100,,Student,1000 Level/ YR 1,Time commitment ,Collaboration ,No physical feedback ,"Time management,Social Life,Finances",,,,,,"Knowledge of subject matter,Shaky voice",,161,1,1,,,,,,,2,2,,,,,,,Sometimes,1,1,,,,,,,,,,,,,,,2,3,,Collaborative,,,,Agree,,,2,1,,,,,,,,I work in collaboration with peers to do my best work.,,,,Studying together ,I can get help from my instructors,3,3,,,,,,,,,4,2,2,2,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,1,1,,,2,2,,,,I want to meet all requirements.,,,,2,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Acceptance,,2,,1,,,,,,,,,,,,,,,I consistently seek reinforcements for the present ideas,,1,,1,,,,,,,,,,,,,,1-2,Moderately difficult,,,1,,1,,,,1,,1,,,,1,,1,,,,,,,,29,,,8,I would not go to the family event and focus on the project.,,Male,"White, Caucasian",,Undecided,,1,No,No,Undergraduate Degree,
101,,Student,1000 Level/ YR 1,I don’t love working in the basement all the time. ,I love the community of studio. ,Remote studio lacks the creative energy that in person studio fosters. ,"Living away from home,New learning environments,Communication with family",,,,,,"Clear explanation of design thinking,Shaky voice",,100,1,1,,,,,,,3,4,Some students can’t afford to buy the same supplies that others can. ,,,,,,Usually,1,1,,,,,,,,,,,,,,,3,3,,"All students are encouraged to do their best,Very creative,Experimental,Rewarding,Challenging,Competitive",,The studio environment is driven first by the instructors and then by the students. It depends on the studio instructor you have. ,,Agree,,Some times I question my ability to get a job in such a competitive market. ,1,1,,,,,,,,I remove myself from social situations to focus on my work.,,,,I find it helpful to ask my peers for design input. ,I like working with people that have the same creative mindset. ,1,2,,,,,,,,,2,3,3,3,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,3,3,,,1,1,,,,I want to meet all requirements.,,,,3,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,2,,2,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,I value other people’s opinions in addition to my own ,2,,3,,,,,,,,,,,,,,0,Slightly easy,,,3,,3,,,,2,,2,,,,4,,3,,,,,,,,25,,,2,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,Two or more races,,Architecture,,1,No,No,Graduate Degree,
102,,Student,1000 Level/ YR 1,The lack of workspace,"The open conversation, community, and guidance ",The ability to give your own thoughts and ideas and contribute to others work ,"Time management,Expectations,Finances",,,,,,"Vocabulary,Stutter",,200,4,2,,,,,,,3,3,,,,,,,About half the time,2,1,,,,,,,,,,,,,,,4,2,,"All students are encouraged to do their best,Very creative,Collaborative,Rewarding,Challenging,Competitive",,The community is competitive but also encouraging to push other to their limits in creating masterpieces though collaborative efforts ,,Agree,,I feel as if ENVD has granted me a well rounded understanding of the design world and will provide me with the amount of knowledge and experience to land a job that can challenge my skills,1,13,,,,,,,,I remove myself from social situations to focus on my work.,,,,Sitting next to more talented ,By putting me in the gallery,4,3,,,,,,,,,5,1,4,2,,,,,,I want to better understand my interpretation of the assignment.,,,,,,,,3,3,,,2,2,,,,"I want to better understand the instructor's interpretation of the assignment.,I want to better understand my interpretation of the assignment.,Different faculty encourage different aesthetic principles.,Graphical communication is a significant determinant for the final evaluation.",,,,3,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,3,,3,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,5,,2,,,,,,,,,,,,,,3-5,Moderately easy,,,4,,3,,,,3,,3,,,,3,,3,,,,,,,,25,,,10,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Architecture,,1,No,No,Undergraduate Degree,
103,,Student,1000 Level/ YR 1,"site analysis, boring projects that are drawn out",building final models & seeing everyone else's work at the end,"remote is more work day studios, and sometimes the requirements or what the project is meant to look like gets confusing since you cannot see anyone else's","Establishing a sense of belonging,Time management,Social Life",,,,,,"Judgment of audience,Knowledge of subject matter,Clear explanation of design thinking,Shaky voice,Appearance",,26,4,1,,,,,,,1,1,,,,,,,Always,5,2,,,,,,,,,,,,,,,5,1,,"All students are encouraged to do their best,Very creative,Collaborative,Rewarding,Challenging,Competitive",,,,Somewhat agree,,,1,13,,,,,,,,I remove myself from social situations to focus on my work.,,,,working on projects together and asking other peers for pointers or opinions,everyone is always so open and helpful,4,2,,,,,,,,,2,4,4,2,,,,,,I want to better understand the instructor's interpretation of the assignment.,,,,,,,,2,3,,,2,2,,,,"I want to better understand the instructor's interpretation of the assignment.,I want to better understand my interpretation of the assignment.,Different faculty encourage different aesthetic principles.,Graphical communication is a significant determinant for the final evaluation.",,,,4,1,,,,,"It impacts my family as well as myself, if I do not succeed",,It would be unlikely for me to include elements from my background in the project,,4,,3,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,2,,3,,,,,,,,,,,,,,1-2,Extremely easy,,,1,,1,,,,2,,2,,,,4,,2,,,,,,,,12,,,21,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"Hispanic or Latino or Spanish Origin of any race,White, Caucasian",,Architecture,,1,No,No,Post Graduate Degree,
104,,Student,1000 Level/ YR 1,How cramped of a space we have to work and model in. ,The social environment of all the students ,Social interactions are much better to give and receive feed back ,"Living away from home,Missing family traditions (e.g. family dinner),Finances",,,,,,Knowledge of subject matter,,200,2,2,,,,,,,1,1,,,,,,,Usually,1,1,,,,,,,,,,,,,,,4,1,,"All students are encouraged to do their best,Experimental",,As this is an intro curse i don't believe we have been challenged enough nor do we go in depth into a such as ecology or phycology for example. This is why I feel the environment currently is only to encourage experimentation to help us find our processes of design.   ,,Somewhat agree,,I haven't found many resources that helps us set a course to a desired career within design. This would be a great resource to have to further help student through advising.  ,2,2,,,,,,,,I remove myself from social situations to focus on my work.,,,,Being open minded ,I get further criticism and ideas by peers,2,4,,,,,,,,,4,2,2,3,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,3,3,,,3,3,,,,"I want to meet all requirements.,Graphical communication is a significant determinant for the final evaluation.",,,,2,3,,,,,"It only impacts me, if I do not succeed",,Encouragement to develop further,,3,,2,,,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,5,,1,,,,,,,,,,,,,,3-5,Neither easy nor difficult,,,5,,2,,,,2,,3,,,,5,,2,,,,,,,,15,,,10,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,Asian,,Planning/Urban Design,,1,Yes,No,High School Diploma or GED,
105,,Student,1000 Level/ YR 1,It is 2.5 hours long,Freedom to work and be creative,"In person: better desk critics, but less space to work. Remote: less desk critics, more room to work, because I am able to spread out in my room.","Time management,Expectations,Mental Health",,,,,,Shaky voice,,150,1,3,,,,,,,3,3,,,,,,,Seldom,2,3,,,,,,,,,,,,,,,5,1,,"All students are encouraged to do their best,Very creative,Collaborative,Rewarding,Challenging,Competitive",,"Christy allows us the freedom to be creative, but also gives desk critics so our vision can come to life",,Agree,,"ENVD is a unique, but good degree that can allow us to work in many different fields",1,2,,,,,,,,I remove myself from social situations to focus on my work.,,,,I talk with my friends and listen to their input,I am given my own space and can focus on my own projects,4,3,,,,,,,,,3,3,3,3,,,,,,The goals of the studio assignment are open to interpretation.,,,,,,,,4,2,,,4,4,,,,"I want to meet the learning objectives.,Different faculty encourage different aesthetic principles.,Graphical communication is a significant determinant for the final evaluation.",,,,2,4,,,,,"It only impacts me, if I do not succeed",,Encouragement to develop further,,1,,1,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,4,,2,,,,,,,,,,,,,,3-5,Moderately easy,,,5,,2,,,,1,,2,,,,4,,4,,,,,,,,15,,,0,I would not go to the family event and focus on the project.,,Female,"White, Caucasian",,Architecture,,1,No,Yes,Graduate Degree,
106,,Student,1000 Level/ YR 1,Waiting,Creating,Having supplies on hand,"Establishing a sense of belonging,Social Life,Finances",,,,,,"Judgment of audience,Clear explanation of design thinking,Appearance",,200,1,1,,,,,,,2,4,,,,,,,Always,3,3,,,,,,,,,,,,,,,4,2,,"All students are encouraged to do their best,Very creative,Challenging,Competitive",,These things are encouraged,,Agree,,Finding a job matching my value system without settling will be a challenge,2,2,,,,,,,,I remove myself from social situations to focus on my work.,,,,Conversation ,Desk crits ,1,1,,,,,,,,,2,2,2,1,,,,,,I want to meet the learning objectives.,,,,,,,,3,2,,,2,2,,,,I want to meet the learning objectives.,,,,2,3,,,,,"It impacts my family as well as myself, if I do not succeed",,It would be unlikely for me to include elements from my background in the project,,1,,1,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,3,,2,,,,,,,,,,,,,,3-5,Moderately easy,,,1,,1,,,,1,,1,,,,1,,1,,,,,,,,20,,,25,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Architecture,,1,No,No,Some College,
108,,Student,1000 Level/ YR 1,My least favorite aspect of studio is sometimes it can be distracting and it can be hard to get work done.,My favorite aspect of studio is that everyone is friendly and it’s easy to have open conversations ,Remote studio is much less efficient and you feel a lot more disconnected. For in person studio you can ask peers for advice and opinions.,"Establishing a sense of belonging,Living away from home,Finances",,,,,,"Shaky voice,Stutter",,200,2,1,,,,,,,3,5,,,,,,,Usually,1,1,,,,,,,,,,,,,,,3,3,,"All students are encouraged to do their best,Very creative,Collaborative,Rewarding,Challenging,Competitive",,I feel like everyone works together even though they are creating their own work. Everyone is also trying to do the best in the studio for the most part. This is rewarded with good grades and feedback from peers.,,Strongly agree,,I have connections from studio and a good feeling for how the work environment will be.,13,1,,,,,,,,I remove myself from social situations to focus on my work.,,,,Just talking to peers and reviewing their work. ,It supports my individual work by allowing me to get feedback from others and improve on what I have done.,2,3,,,,,,,,,4,3,4,4,,,,,,I want to meet the learning objectives.,,,,,,,,4,1,,,3,4,,,,"I want to meet all requirements.,The goals of the studio assignment are open to interpretation.,Different faculty encourage different aesthetic principles.,Graphical communication is a significant determinant for the final evaluation.",,,,2,3,,,,,"It only impacts me, if I do not succeed",,Acceptance,,1,,2,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,I like getting different opinions and perspectives because it shows me what is unique about my work and if that is strong or weak.,4,,1,,,,,,,,,,,,,,1-2,Neither easy nor difficult,,,5,,2,,,,3,,2,,,,4,,5,,,,,,,,21,,,13,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"White, Caucasian",,Architecture,,1,No,No,Graduate Degree,
109,,Student,1000 Level/ YR 1,"Having to stay in studio for hours just to be counted as present the whole time, it helps me to be able to spend time thinking about my project and having the ability to work on my own terms. The class block time for studio is just too long for me.",Being able to work directly on my projects and developing them over time. ,"The remote studio allowed me to have more control over my work time, and I could also obtain materials easier at home. However it’s difficult to get accurate desk crits at home. ","Establishing a sense of belonging,Social Life,Finances",,,,,,Appearance,,75,4,3,,,,,,,5,5,"Sometimes during projects it is easier to see which students bought high end supplies for their project, and I believe that becomes discouraging to those who cannot afford to spend that much money or do not have the ability to buy those supplies.",,,,,,Usually,4,3,,,,,,,,,,,,,,,3,3,,"All students are encouraged to do their best,Challenging,Competitive,Only excellence is encouraged",,"Sometimes it feels like only the top students get praise, and it can be discouraging when you’re not one of those top students. I constantly compare my work to my peers and it doesn’t help me get better and usually does more harm than good. ",,Somewhat agree,,"While I feel like ENVD is very important and I think a lot of places may be looking for more environmentally focused designers, it will still be difficult with only a 4 year degree and it will be difficult to obtain a license without getting a master’s degree. ",2,2,,,,,,,,I remove myself from social situations to focus on my work.,,,,Simply asking questions to the people around you. ,"Seeing what others are doing can help with inspiration and figuring out what to do, because sometimes the instructions are complex. ",1,3,,,,,,,,,4,3,4,2,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,3,3,,,3,4,,,,"I want to meet all requirements.,Different faculty encourage different aesthetic principles.",,,,2,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Acceptance,,1,,3,,,,,,,,,,,,,,,I sometimes seek reinforcements for the present ideas,,4,,2,,,,,,,,,,,,,,1-2,Slightly difficult,,,2,,3,,,,4,,3,,,,4,,3,,,,,,,,10,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"White, Caucasian",,Architecture,,1,No,No,Graduate Degree,
110,,Student,1000 Level/ YR 1,"Stress, pile up of due dates, cost for materials",Collaboration and creativity,In person studio is much more personal and collaborative ,"Time management,Expectations,Finances",,,,,,Shaky voice,,156,4,2,,,,,,,4,4,,,,,,,Usually,2,2,,,,,,,,,,,,,,,4,2,,"All students are encouraged to do their best,Very creative,Collaborative,Experimental,Rewarding,Challenging,Competitive",,Studio is collaborative and creative but also challenging,,Strongly agree,,I am confident in my skills and ability to get a job in my desired field in the future,2,2,,,,,,,,I remove myself from social situations to focus on my work.,,,,Talking and feedback from your classmates,It is helpful for the generation of ideas,3,3,,,,,,,,,2,3,3,3,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,3,3,,,2,2,,,,"I want to meet all requirements.,I want to meet the learning objectives.,I want to better understand my interpretation of the assignment.,Graphical communication is a significant determinant for the final evaluation.",,,,2,2,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,3,,3,,,,,,,,,,,,,,,I consistently seek reinforcements for the present ideas,I like to get the feedback of my instructor for most of my ideas,3,,3,,,,,,,,,,,,,,1-2,Moderately easy,,,3,,3,,,,3,,3,,,,3,,3,,,,,,,,35,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Undecided,,1,No,No,Undergraduate Degree,
111,,Student,1000 Level/ YR 1,Somedays not getting any work done cause the professor talks the whole time,meeting classmates,"remote studio, I tend to get less work done and not learn/understand whats going on where in studio you can bounce ideas off classmates and gain a better understanding in general","Establishing a sense of belonging,Different food,Finances",,,,,,"Judgment of audience,Shaky voice,Stutter,Appearance",,110,2,1,,,,,,,1,1,,,,,,,About half the time,2,1,,,,,,,,,,,,,,,3,2,,"All students are encouraged to do their best,Very creative,Collaborative,Experimental,Rewarding,Challenging,Competitive",,"everyone (classmates and professors) encourage you to try your best, explore new things, and are very helpful in doing so",,Somewhat agree,,stuck on how to secure a job in my discipline once I am out of college,2,1,,,,,,,,I work in collaboration with peers to do my best work.,,,,exchanging ideas with one and other and critiquing each other's projects with helpful ideas to make it better,working in studio helps me problem solve with my peers and strive to do my best work,3,1,,,,,,,,,4,2,2,4,,,,,,I want to better understand the instructor's interpretation of the assignment.,,,,,,,,3,2,,,3,3,,,,"I want to meet all requirements.,I want to meet the learning objectives.,I want to better understand the instructor's interpretation of the assignment.,Different faculty encourage different aesthetic principles.",,,,,,,,,,"It impacts my family as well as myself, if I do not succeed",,My ancestral roots don't fit into the context of the design problem at hand,,1,,1,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,3,,3,,,,,,,,,,,,,,1-2,Moderately easy,,,1,,1,,,,2,,1,,,,3,,3,,,,,,,,25,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Architecture,,1,No,No,Undergraduate Degree,
112,,Student,1000 Level/ YR 1,It’s hard to not be a perfectionist and compare your work to those around you.,Being surround by cool people and collaborating in a creative environment ,In person studio is more fun and lively than being in your room ,"Establishing a sense of belonging,Missing family traditions (e.g. family dinner),Expectations",,,,,,"Judgment of audience,Clear explanation of design thinking,Shaky voice",,170,,,,,,,,,,,,,,,,,Sometimes,3,3,,,,,,,,,,,,,,,3,3,,"All students are encouraged to do their best,Very creative,Challenging",,,,Somewhat agree,,,2,13,,,,,,,,I work near my peers for solidarity in the studio or other location.,,,,Giving and getting advice and bouncing ideas off each other ,Helps spark creativity and not feel alone ,3,4,,,,,,,,,3,3,4,3,,,,,,I want to better understand my interpretation of the assignment.,,,,,,,,3,3,,,3,3,,,,I want to meet the learning objectives.,,,,2,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,3,,2,,,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,4,,2,,,,,,,,,,,,,,1-2,Slightly difficult,,,3,,3,,,,3,,3,,,,3,,3,,,,,,,,18,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Undecided,,1,No,No,Graduate Degree,
